dataset,protected_attribute,unbiasing_algorithm,data,classifier_type,classification_algorithm,value,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency,confusion_matrix,accuracy,f1_score,recall,precision,mathews_cc,sensitivity,specificity
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Black,0.4817,0.9333,0.979,0.9724,0.9725,0.9761,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Other,0.7961,0.975,1.0502,1.0067,0.9907,0.9499,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,White,1.3874,0.9644,0.9803,1.0099,0.9903,0.9804,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.4433,0.7336,0.3122,0.8593,0.8579,0.3252,1.0,"[2309, 1299, 187, 967]",0.6879,0.5655,0.838,0.4267,0.4101,0.838,0.64
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Asian-Pac-Islander,0.6151,0.8147,0.7487,0.8164,0.8156,0.7535,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Black,0.3483,0.6694,0.7869,0.7218,0.7224,0.7884,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Other,0.5361,0.7784,0.962,0.8213,0.8147,0.9619,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,White,2.4921,0.6883,1.2605,1.2659,0.7341,0.7422,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.6139,0.9047,0.7615,0.9657,0.9715,0.7871,0.9996,"[3066, 542, 525, 629]",0.7759,0.5411,0.5451,0.5371,0.3929,0.5451,0.8498
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,0.8659,0.9669,0.9778,0.9437,0.9433,0.9792,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Black,0.4668,0.8619,0.8476,0.9239,0.9243,0.8477,0.9996,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Other,0.9419,0.9857,0.8542,1.0617,0.9438,0.8543,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,White,1.7591,0.8869,1.1113,1.0661,0.9345,0.8881,0.9996,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.4505,0.8768,0.732,0.9587,0.9622,0.7575,0.9997,"[3209, 399, 491, 663]",0.8131,0.5984,0.5745,0.6243,0.4776,0.5745,0.8894
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Asian-Pac-Islander,0.8061,0.9565,0.8735,0.9657,0.9646,0.871,0.9996,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Black,0.4186,0.8628,0.7985,0.9431,0.9435,0.7976,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Other,0.7089,0.9349,1.0256,0.9736,0.9774,0.9744,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,White,2.0058,0.8795,1.178,1.0532,0.9466,0.8245,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.1198,0.8435,0.5294,0.9402,0.9415,0.5296,1.0,"[3309, 299, 614, 541]",0.8083,0.5424,0.4684,0.644,0.4335,0.4684,0.9171
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Asian-Pac-Islander,1.0335,0.9941,1.02,0.9849,0.9833,0.9805,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Black,0.3284,0.8734,0.7303,0.9526,0.952,0.733,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Other,0.6904,0.9453,0.9311,1.0017,0.9946,0.9313,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,White,2.1727,0.8968,1.1705,1.0426,0.9571,0.8305,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Amer-Indian-Eskimo,0.7045,0.9643,1.045,1.0022,0.9954,0.9548,0.999,"[3444, 164, 745, 410]",0.8092,0.4743,0.355,0.7143,0.4075,0.355,0.9545
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Asian-Pac-Islander,1.7119,0.916,1.1626,1.0422,0.9585,0.8367,0.999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Black,0.3261,0.9132,0.8139,0.9745,0.9743,0.8146,0.9988,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Other,0.6055,0.9523,1.045,0.9826,0.9838,0.9548,0.999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,White,1.5841,0.9531,1.0353,1.0108,0.9892,0.9657,0.9991,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Amer-Indian-Eskimo,0.3781,0.7025,0.7466,0.7614,0.7674,0.747,0.9999,"[2327, 1281, 171, 984]",0.6952,0.5754,0.8519,0.4344,0.4264,0.8519,0.645
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Asian-Pac-Islander,0.6826,0.8476,0.8377,0.831,0.8305,0.8348,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Black,0.3155,0.6518,0.7191,0.7138,0.7139,0.724,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Other,0.7423,0.8772,0.9475,0.9403,0.9385,0.9478,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,White,2.4998,0.6879,1.2325,1.2683,0.7321,0.7648,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.6193,0.9019,0.8345,0.9604,0.9664,0.8348,0.9997,"[3037, 571, 503, 652]",0.7745,0.5484,0.5645,0.5331,0.3986,0.5645,0.8417
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.0859,0.978,0.9711,1.0242,0.9766,0.9731,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Black,0.4048,0.838,0.7807,0.9068,0.9069,0.782,0.999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Other,0.7106,0.9255,0.8345,0.9825,0.9887,0.8348,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,White,1.8016,0.878,1.1507,1.0665,0.9334,0.8505,0.9991,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.7656,0.9446,0.9799,1.0063,0.9877,0.98,0.9999,"[3201, 407, 439, 716]",0.8224,0.6286,0.6199,0.6376,0.512,0.6199,0.8872
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Asian-Pac-Islander,0.9395,0.9857,0.9139,0.9915,0.9918,0.9157,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Black,0.3942,0.8485,0.7582,0.9378,0.9382,0.7614,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Other,0.3089,0.8362,0.779,0.9147,0.9158,0.7791,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,White,1.9628,0.8756,1.177,1.0518,0.9482,0.8209,0.9992,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Amer-Indian-Eskimo,0.2757,0.8408,0.5677,0.9448,0.947,0.5805,0.9997,"[3243, 365, 480, 674]",0.8226,0.6147,0.5841,0.6487,0.501,0.5841,0.8988
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Asian-Pac-Islander,0.8863,0.9751,0.913,0.9753,0.9743,0.9129,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Black,0.3527,0.8495,0.8251,0.9254,0.9259,0.8258,0.9996,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Other,0.5573,0.9031,1.0161,0.9548,0.9572,0.984,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,White,2.2244,0.8696,1.1545,1.0666,0.9331,0.8451,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Amer-Indian-Eskimo,0.4698,0.8799,0.8035,0.9641,0.9677,0.8035,0.9999,"[3222, 386, 467, 688]",0.8209,0.6173,0.5957,0.6406,0.5012,0.5957,0.893
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Asian-Pac-Islander,0.9531,0.9894,0.9138,0.9975,0.9977,0.9142,0.9993,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Black,0.2997,0.8308,0.7121,0.9215,0.9221,0.7118,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Other,0.4309,0.8711,1.0043,0.9205,0.9217,0.9957,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,White,2.2968,0.8615,1.2052,1.0654,0.9345,0.7952,0.9992,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.8373,0.9843,0.8776,1.0311,0.9655,0.8906,1.0,"[3467, 141, 836, 318]",0.7948,0.3943,0.2756,0.6928,0.3434,0.2756,0.9609
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Asian-Pac-Islander,1.9306,0.9128,1.1584,1.0487,0.952,0.8452,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Black,0.5751,0.9573,1.0392,0.9816,0.9815,0.9648,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Other,0.2515,0.9274,0.7232,0.989,0.9902,0.7232,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,White,1.1794,0.985,0.9425,1.0014,0.9988,0.9398,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Amer-Indian-Eskimo,0.2646,0.8877,0.5479,0.9902,0.9925,0.5479,1.0,"[3405, 203, 635, 519]",0.824,0.5533,0.4497,0.7188,0.4701,0.4497,0.9437
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Asian-Pac-Islander,1.5214,0.9222,1.0519,1.0685,0.9304,0.9479,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Black,0.4403,0.9104,0.9294,0.9677,0.9678,0.9287,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Other,0.6421,0.9456,0.9499,1.0001,0.9974,0.95,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,White,1.5376,0.9442,1.0507,1.0091,0.9906,0.9515,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Amer-Indian-Eskimo,13.8274,0.7845,1.1136,1.235,0.7654,0.8734,1.0,"[3565, 43, 1107, 47]",0.7585,0.0756,0.0407,0.5222,0.0907,0.0407,0.9881
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Asian-Pac-Islander,29.0294,0.7141,1.5747,1.175,0.8259,0.4206,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Black,6.0472,0.9359,1.3775,1.023,0.9766,0.6227,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Other,1.291,0.9945,0.959,1.0165,0.9824,0.9591,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,White,0.0,0.8684,0.5561,0.9259,0.9256,0.5566,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.4447,0.8739,0.6781,0.9459,0.9504,0.6911,0.9997,"[3079, 529, 607, 547]",0.7614,0.4906,0.474,0.5084,0.3354,0.474,0.8534
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.035,0.9921,1.0514,0.9753,0.9765,0.9472,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Black,0.4637,0.8723,0.9038,0.9172,0.9171,0.9032,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Other,0.8079,0.9565,1.3276,0.9373,0.941,0.6726,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,White,1.7079,0.9004,1.0332,1.0736,0.9264,0.9663,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.4929,0.8961,0.7635,0.9742,0.9776,0.7889,0.9999,"[3264, 344, 527, 627]",0.8171,0.5901,0.5433,0.6457,0.4764,0.5433,0.9047
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Asian-Pac-Islander,0.9505,0.9899,0.9796,0.972,0.9705,0.981,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Black,0.3985,0.8699,0.868,0.9385,0.938,0.8686,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Other,0.5963,0.9174,0.8563,0.9891,0.9928,0.856,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,White,1.9433,0.8936,1.0996,1.0537,0.9462,0.9003,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.4201,0.9412,0.9088,0.9838,0.9849,0.9087,0.9999,"[3464, 144, 819, 336]",0.7978,0.411,0.2909,0.7,0.3574,0.2909,0.9601
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Asian-Pac-Islander,1.6778,0.9331,1.1783,1.0197,0.9823,0.8234,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Black,0.3925,0.935,0.8632,0.9834,0.9834,0.8632,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Other,0.7255,0.9723,1.1096,0.9882,0.9894,0.8904,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,White,1.5021,0.9646,1.0049,1.0102,0.9896,0.9943,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Amer-Indian-Eskimo,0.5483,0.9299,0.9427,0.9898,0.9923,0.9426,0.9999,"[3400, 208, 627, 528]",0.8247,0.5584,0.4571,0.7174,0.4737,0.4571,0.9424
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Asian-Pac-Islander,1.4102,0.9374,1.0568,1.0482,0.9514,0.9424,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Black,0.4439,0.9093,0.8221,0.9836,0.9832,0.8198,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Other,0.4716,0.918,0.9427,0.9702,0.9715,0.9426,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,White,1.5648,0.9412,1.0833,1.0048,0.9953,0.9162,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Amer-Indian-Eskimo,12.4753,0.8141,1.5627,1.1456,0.8592,0.4374,1.0,"[3569, 39, 1109, 46]",0.759,0.0742,0.0398,0.5412,0.0939,0.0398,0.9892
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Asian-Pac-Islander,37.7882,0.6873,1.678,1.1761,0.8247,0.3247,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Black,5.2047,0.9466,1.2608,1.027,0.9726,0.7416,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,Other,0.0,0.9821,0.9598,0.9891,0.9891,0.96,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,GaussianNB,White,0.0,0.8757,0.5591,0.9323,0.9324,0.5619,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.6882,0.9277,1.1025,0.9489,0.9537,0.8974,0.9998,"[3082, 526, 580, 575]",0.7678,0.5098,0.4978,0.5223,0.3579,0.4978,0.8542
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.1507,0.9653,1.0655,1.0089,0.9932,0.9314,0.9993,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Black,0.5287,0.8859,0.8331,0.9464,0.9463,0.8334,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,Other,0.8959,0.9759,0.9017,1.0376,0.969,0.9017,1.0,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,DecisionTreeClassifier,White,1.4911,0.9201,1.0632,1.0398,0.9606,0.9343,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.8739,0.9739,1.0486,1.0229,0.9711,0.9513,0.9998,"[3260, 348, 518, 637]",0.8182,0.5953,0.5515,0.6467,0.4816,0.5515,0.9035
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Asian-Pac-Islander,1.1087,0.9776,0.9595,1.0271,0.9718,0.9599,0.9996,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Black,0.3819,0.8642,0.7407,0.9507,0.9509,0.7395,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,Other,0.588,0.9145,0.8478,0.988,0.9917,0.8478,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,RandomForestClassifier,White,1.7966,0.9021,1.1667,1.0282,0.9718,0.8333,0.9992,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Amer-Indian-Eskimo,0.4154,0.8863,0.5997,0.991,0.9944,0.6127,0.9998,"[3324, 284, 517, 637]",0.8318,0.614,0.552,0.6916,0.5135,0.552,0.9213
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Asian-Pac-Islander,1.1443,0.9722,0.9957,1.0173,0.983,0.9979,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Black,0.3998,0.8769,0.8772,0.9479,0.9483,0.8786,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,Other,0.5026,0.9034,0.6463,1.0059,0.9904,0.6465,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Test,XGBClassifier,White,1.8342,0.9059,1.1091,1.0339,0.966,0.8908,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Amer-Indian-Eskimo,0.218,0.8472,0.6321,0.9484,0.9496,0.6322,0.9998,"[3338, 270, 501, 654]",0.8381,0.6291,0.5662,0.7078,0.5326,0.5662,0.9252
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Asian-Pac-Islander,0.9367,0.9877,0.8936,1.0025,0.9986,0.8916,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Black,0.3713,0.8703,0.7968,0.955,0.9554,0.799,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,Other,0.501,0.9028,1.0337,0.9529,0.9541,0.9661,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Test,XGBClassifier,White,2.132,0.8885,1.173,1.0398,0.9604,0.8276,0.9992,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.7201,0.9686,0.8369,1.0236,0.9731,0.8496,0.9999,"[3440, 168, 789, 365]",0.799,0.4327,0.3163,0.6848,0.3666,0.3163,0.9534
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Asian-Pac-Islander,1.7108,0.9221,1.1161,1.0504,0.9499,0.8874,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Black,0.5295,0.9449,1.0328,0.9732,0.9731,0.9693,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,Other,0.4342,0.9364,0.8834,0.9814,0.9827,0.8832,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,LogisticRegression,White,1.2985,0.9734,0.9534,1.0083,0.9919,0.9535,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Amer-Indian-Eskimo,0.6066,0.9738,0.7988,1.0233,0.9745,0.7988,0.9998,"[3523, 85, 923, 231]",0.7883,0.3143,0.2002,0.731,0.304,0.2002,0.9764
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Asian-Pac-Islander,1.5644,0.9632,1.1256,0.9945,0.9953,0.8707,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Black,0.0,0.9266,0.7899,0.9736,0.9735,0.7898,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,Other,0.0,0.9331,0.799,0.9763,0.9762,0.799,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,SVC,White,2.9203,0.9518,1.087,1.0201,0.9802,0.9146,0.9997,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Amer-Indian-Eskimo,inf,0.7677,1.1538,1.2442,0.7561,0.8333,1.0,"[3598, 10, 1153, 1]",0.7558,0.0017,0.0009,0.0909,-0.017,0.0009,0.9972
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Asian-Pac-Islander,0.0,0.9976,0.9991,0.9971,0.9971,0.9991,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Black,0.0,0.9975,0.9991,0.9969,0.9969,0.9991,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,Other,0.0,0.9977,0.9992,0.9972,0.9972,0.9991,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,GaussianNB,White,0.0,0.984,0.991,0.9827,0.9827,0.9906,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Amer-Indian-Eskimo,0.7101,0.9299,0.7905,0.9981,0.9932,0.8159,0.9998,"[3056, 552, 558, 596]",0.7669,0.5178,0.5165,0.5192,0.3641,0.5165,0.847
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Asian-Pac-Islander,1.1513,0.9637,1.1064,0.9876,0.9896,0.8876,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Black,0.6541,0.9138,0.8779,0.9746,0.9749,0.8777,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,Other,0.9606,0.9905,1.084,1.0303,0.9763,0.9161,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,DecisionTreeClassifier,White,1.3023,0.9421,1.0301,1.0194,0.9806,0.9715,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Amer-Indian-Eskimo,0.455,0.9032,0.6519,0.9966,1.0,0.665,0.9997,"[3344, 264, 577, 577]",0.8234,0.5784,0.5,0.6861,0.4796,0.5,0.9268
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Asian-Pac-Islander,1.0249,0.9956,0.9505,1.0042,0.9969,0.9482,0.9996,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Black,0.3633,0.8803,0.8035,0.9568,0.9573,0.7995,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,Other,0.6889,0.9449,0.8998,1.0115,0.9848,0.8996,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Validation,Surrogate,RandomForestClassifier,White,1.9628,0.9068,1.1556,1.0294,0.9705,0.8442,0.9995,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Amer-Indian-Eskimo,0.1847,0.906,0.6765,0.9756,0.9768,0.6765,0.9999,"[3435, 173, 783, 372]",0.7993,0.4376,0.3221,0.6826,0.3691,0.3221,0.9521
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Asian-Pac-Islander,1.4681,0.9472,1.1463,1.0114,0.9906,0.8557,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Black,0.3799,0.9246,0.8486,0.977,0.9771,0.8492,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,Other,0.8524,0.9831,1.0781,1.0085,0.989,0.9217,0.9999,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,LogisticRegression,White,1.6548,0.952,1.0394,1.0157,0.9842,0.96,0.9998,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Amer-Indian-Eskimo,1.2589,0.9825,1.1974,1.0234,0.9741,0.8026,0.9993,"[3520, 88, 920, 235]",0.7884,0.318,0.2035,0.7276,0.3053,0.2035,0.9756
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Asian-Pac-Islander,1.6932,0.9539,1.1304,1.0031,0.9957,0.8656,0.9993,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Black,0.0,0.9251,0.7863,0.9725,0.9726,0.7862,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,Other,0.0,0.9316,0.7958,0.9753,0.9754,0.7957,0.9994,,,,,,,,
Adult Income,race,DisparateImpactRemover,Test,Surrogate,SVC,White,2.5324,0.9551,1.0687,1.019,0.9813,0.9334,0.9994,,,,,,,,
