dataset,attribute,group,algorithm,set,iterations,error,classifier_type,classification_algorithm,asian_0.0_a_train_set_,asian_0.0_b_predicted_set_,asian_0.0_c_predictions_set_,asian_1.0_a_train_set_,asian_1.0_b_predicted_set_,asian_1.0_c_predictions_set_,black_0.0_a_train_set_,black_0.0_b_predicted_set_,black_1.0_a_train_set_,black_1.0_b_predicted_set_,black_1.0_c_predictions_set_,hisp_0.0_a_train_set_,hisp_0.0_b_predicted_set_,hisp_1.0_a_train_set_,hisp_1.0_b_predicted_set_,hisp_1.0_c_predictions_set_,other_0.0_a_train_set_,other_0.0_b_predicted_set_,other_1.0_a_train_set_,other_1.0_b_predicted_set_,other_1.0_c_predictions_set_,white_0.0_a_train_set_,white_0.0_b_predicted_set_,white_1.0_a_train_set_,white_1.0_b_predicted_set_,white_1.0_c_predictions_set_,black_0.0_c_predictions_set_,hisp_0.0_c_predictions_set_,other_0.0_c_predictions_set_,white_0.0_c_predictions_set_
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0025,0.0029,0.0371,0.0356,0.0380,0.0137,0.0132,0.0477,0.0453,0.0453,0.0063,0.0059,0.0390,0.0395,0.0361,0.0018,0.0020,0.0160,0.0166,0.0161,0.0268,0.0273,0.8092,0.8118,0.7908,0.0005,0.0132,0.0093,0.0024,0.0483
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0025,0.0029,0.0371,0.0356,0.0380,0.0137,0.0132,0.0477,0.0453,0.0497,0.0063,0.0059,0.0390,0.0395,0.0405,0.0018,0.0020,0.0160,0.0166,0.0171,0.0268,0.0273,0.8092,0.8118,0.8264,0.0005,0.0088,0.0049,0.0015,0.0127
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0025,0.0029,0.0371,0.0361,0.0390,0.0137,0.0132,0.0477,0.0458,0.0590,0.0063,0.0054,0.0390,0.0400,0.0453,0.0018,0.0015,0.0160,0.0166,0.0180,0.0268,0.0273,0.8092,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,SVC,0.0025,0.0029,0.0371,0.0361,0.0390,0.0137,0.0132,0.0477,0.0458,0.0590,0.0063,0.0054,0.0390,0.0400,0.0453,0.0018,0.0015,0.0160,0.0166,0.0180,0.0268,0.0273,0.8092,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0025,0.0029,0.0371,0.0361,0.0253,0.0137,0.0132,0.0477,0.0458,0.0097,0.0063,0.0054,0.0390,0.0400,0.0088,0.0018,0.0015,0.0160,0.0166,0.0034,0.0268,0.0273,0.8092,0.8114,0.0000,0.0136,0.0492,0.0365,0.0146,0.8387
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0025,0.0029,0.0371,0.0361,0.0375,0.0137,0.0132,0.0477,0.0458,0.0482,0.0063,0.0054,0.0390,0.0400,0.0390,0.0018,0.0015,0.0160,0.0166,0.0146,0.0268,0.0273,0.8092,0.8114,0.7909,0.0015,0.0107,0.0063,0.0034,0.0478
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0025,0.0029,0.0371,0.0361,0.0385,0.0137,0.0132,0.0477,0.0458,0.0536,0.0063,0.0054,0.0390,0.0400,0.0429,0.0018,0.0015,0.0160,0.0166,0.0156,0.0268,0.0273,0.8092,0.8114,0.8250,0.0005,0.0054,0.0024,0.0024,0.0136
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Target,XGBClassifier,0.0025,0.0029,0.0371,0.0356,0.0385,0.0137,0.0132,0.0477,0.0453,0.0502,0.0063,0.0059,0.0390,0.0395,0.0390,0.0018,0.0020,0.0160,0.0166,0.0166,0.0268,0.0273,0.8092,0.8118,0.8269,0.0000,0.0083,0.0063,0.0020,0.0122
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Target,XGBClassifier,0.0025,0.0029,0.0371,0.0361,0.0390,0.0137,0.0132,0.0477,0.0458,0.0536,0.0063,0.0054,0.0390,0.0400,0.0404,0.0018,0.0015,0.0160,0.0166,0.0156,0.0268,0.0273,0.8092,0.8114,0.8280,0.0000,0.0054,0.0049,0.0024,0.0107
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0021,0.0029,0.0370,0.0356,0.0385,0.0138,0.0132,0.0479,0.0453,0.0585,0.0063,0.0059,0.0400,0.0395,0.0453,0.0018,0.0020,0.0158,0.0166,0.0185,0.0279,0.0273,0.8074,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,SVC,0.0021,0.0029,0.0370,0.0356,0.0385,0.0138,0.0132,0.0479,0.0453,0.0585,0.0063,0.0059,0.0400,0.0395,0.0453,0.0018,0.0020,0.0158,0.0166,0.0185,0.0279,0.0273,0.8074,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0021,0.0029,0.0370,0.0356,0.0263,0.0138,0.0132,0.0479,0.0453,0.0161,0.0063,0.0059,0.0400,0.0395,0.0171,0.0018,0.0020,0.0158,0.0166,0.0078,0.0279,0.0273,0.8074,0.8118,0.4656,0.0122,0.0424,0.0283,0.0107,0.3735
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0021,0.0029,0.0370,0.0356,0.0375,0.0138,0.0132,0.0479,0.0453,0.0449,0.0063,0.0059,0.0400,0.0395,0.0390,0.0018,0.0020,0.0158,0.0166,0.0156,0.0279,0.0273,0.8074,0.8118,0.7972,0.0010,0.0137,0.0063,0.0029,0.0419
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0021,0.0029,0.0370,0.0356,0.0380,0.0138,0.0132,0.0479,0.0453,0.0497,0.0063,0.0059,0.0400,0.0395,0.0405,0.0018,0.0020,0.0158,0.0166,0.0171,0.0279,0.0273,0.8074,0.8118,0.8220,0.0005,0.0088,0.0049,0.0015,0.0171
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0021,0.0029,0.0370,0.0361,0.0390,0.0138,0.0132,0.0479,0.0458,0.0590,0.0063,0.0054,0.0400,0.0400,0.0453,0.0018,0.0015,0.0158,0.0166,0.0180,0.0279,0.0273,0.8074,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,SVC,0.0021,0.0029,0.0370,0.0361,0.0390,0.0138,0.0132,0.0479,0.0458,0.0590,0.0063,0.0054,0.0400,0.0400,0.0453,0.0018,0.0015,0.0158,0.0166,0.0180,0.0279,0.0273,0.8074,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0021,0.0029,0.0370,0.0361,0.0253,0.0138,0.0132,0.0479,0.0458,0.0127,0.0063,0.0054,0.0400,0.0400,0.0161,0.0018,0.0015,0.0158,0.0166,0.0054,0.0279,0.0273,0.8074,0.8114,0.4488,0.0136,0.0463,0.0292,0.0127,0.3899
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0021,0.0029,0.0370,0.0361,0.0375,0.0138,0.0132,0.0479,0.0458,0.0453,0.0063,0.0054,0.0400,0.0400,0.0395,0.0018,0.0015,0.0158,0.0166,0.0161,0.0279,0.0273,0.8074,0.8114,0.8012,0.0015,0.0136,0.0058,0.0019,0.0375
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0021,0.0029,0.0370,0.0361,0.0385,0.0138,0.0132,0.0479,0.0458,0.0531,0.0063,0.0054,0.0400,0.0400,0.0424,0.0018,0.0015,0.0158,0.0166,0.0166,0.0279,0.0273,0.8074,0.8114,0.8231,0.0005,0.0058,0.0029,0.0015,0.0156
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Target,XGBClassifier,0.0021,0.0029,0.0370,0.0356,0.0385,0.0138,0.0132,0.0479,0.0453,0.0492,0.0063,0.0059,0.0400,0.0395,0.0390,0.0018,0.0020,0.0158,0.0166,0.0171,0.0279,0.0273,0.8074,0.8118,0.8250,0.0000,0.0093,0.0063,0.0015,0.0141
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Target,XGBClassifier,0.0021,0.0029,0.0370,0.0361,0.0390,0.0138,0.0132,0.0479,0.0458,0.0507,0.0063,0.0054,0.0400,0.0400,0.0409,0.0018,0.0015,0.0158,0.0166,0.0156,0.0279,0.0273,0.8074,0.8114,0.8231,0.0000,0.0083,0.0044,0.0024,0.0156
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0033,0.0029,0.0361,0.0356,0.0385,0.0084,0.0132,0.0523,0.0453,0.0585,0.0065,0.0059,0.0395,0.0395,0.0453,0.0018,0.0020,0.0172,0.0166,0.0185,0.0313,0.0273,0.8037,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,SVC,0.0033,0.0029,0.0361,0.0356,0.0385,0.0084,0.0132,0.0523,0.0453,0.0585,0.0065,0.0059,0.0395,0.0395,0.0453,0.0018,0.0020,0.0172,0.0166,0.0185,0.0313,0.0273,0.8037,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0033,0.0029,0.0361,0.0356,0.0283,0.0084,0.0132,0.0523,0.0453,0.0088,0.0065,0.0059,0.0395,0.0395,0.0010,0.0018,0.0020,0.0172,0.0166,0.0000,0.0313,0.0273,0.8037,0.8118,0.0000,0.0102,0.0497,0.0444,0.0185,0.8391
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0033,0.0029,0.0361,0.0356,0.0375,0.0084,0.0132,0.0523,0.0453,0.0527,0.0065,0.0059,0.0395,0.0395,0.0395,0.0018,0.0020,0.0172,0.0166,0.0176,0.0313,0.0273,0.8037,0.8118,0.8020,0.0010,0.0059,0.0059,0.0010,0.0371
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0033,0.0029,0.0361,0.0356,0.0380,0.0084,0.0132,0.0523,0.0453,0.0541,0.0065,0.0059,0.0395,0.0395,0.0434,0.0018,0.0020,0.0172,0.0166,0.0180,0.0313,0.0273,0.8037,0.8118,0.8250,0.0005,0.0044,0.0020,0.0005,0.0141
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0033,0.0029,0.0361,0.0361,0.0390,0.0084,0.0132,0.0523,0.0458,0.0590,0.0065,0.0054,0.0395,0.0400,0.0453,0.0018,0.0015,0.0172,0.0166,0.0180,0.0313,0.0273,0.8037,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,SVC,0.0033,0.0029,0.0361,0.0361,0.0390,0.0084,0.0132,0.0523,0.0458,0.0590,0.0065,0.0054,0.0395,0.0400,0.0453,0.0018,0.0015,0.0172,0.0166,0.0180,0.0313,0.0273,0.8037,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0033,0.0029,0.0361,0.0361,0.0283,0.0084,0.0132,0.0523,0.0458,0.0078,0.0065,0.0054,0.0395,0.0400,0.0024,0.0018,0.0015,0.0172,0.0166,0.0000,0.0313,0.0273,0.8037,0.8114,0.0000,0.0107,0.0512,0.0429,0.0180,0.8387
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0033,0.0029,0.0361,0.0361,0.0370,0.0084,0.0132,0.0523,0.0458,0.0531,0.0065,0.0054,0.0395,0.0400,0.0400,0.0018,0.0015,0.0172,0.0166,0.0166,0.0313,0.0273,0.8037,0.8114,0.8060,0.0019,0.0058,0.0054,0.0015,0.0327
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0033,0.0029,0.0361,0.0361,0.0375,0.0084,0.0132,0.0523,0.0458,0.0541,0.0065,0.0054,0.0395,0.0400,0.0419,0.0018,0.0015,0.0172,0.0166,0.0175,0.0313,0.0273,0.8037,0.8114,0.8275,0.0015,0.0049,0.0034,0.0005,0.0112
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Target,XGBClassifier,0.0033,0.0029,0.0361,0.0356,0.0385,0.0084,0.0132,0.0523,0.0453,0.0566,0.0065,0.0059,0.0395,0.0395,0.0449,0.0018,0.0020,0.0172,0.0166,0.0180,0.0313,0.0273,0.8037,0.8118,0.8289,0.0000,0.0020,0.0005,0.0005,0.0102
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Target,XGBClassifier,0.0033,0.0029,0.0361,0.0361,0.0385,0.0084,0.0132,0.0523,0.0458,0.0575,0.0065,0.0054,0.0395,0.0400,0.0439,0.0018,0.0015,0.0172,0.0166,0.0180,0.0313,0.0273,0.8037,0.8114,0.8285,0.0005,0.0015,0.0015,0.0000,0.0102
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0038,0.0029,0.0364,0.0356,0.0385,0.0058,0.0132,0.0551,0.0453,0.0585,0.0069,0.0059,0.0382,0.0395,0.0453,0.0018,0.0020,0.0168,0.0166,0.0185,0.0321,0.0273,0.8031,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,SVC,0.0038,0.0029,0.0364,0.0356,0.0385,0.0058,0.0132,0.0551,0.0453,0.0585,0.0069,0.0059,0.0382,0.0395,0.0453,0.0018,0.0020,0.0168,0.0166,0.0185,0.0321,0.0273,0.8031,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0038,0.0029,0.0364,0.0356,0.0278,0.0058,0.0132,0.0551,0.0453,0.0088,0.0069,0.0059,0.0382,0.0395,0.0054,0.0018,0.0020,0.0168,0.0166,0.0000,0.0321,0.0273,0.8031,0.8118,0.0000,0.0107,0.0497,0.0400,0.0185,0.8391
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0038,0.0029,0.0364,0.0356,0.0371,0.0058,0.0132,0.0551,0.0453,0.0551,0.0069,0.0059,0.0382,0.0395,0.0434,0.0018,0.0020,0.0168,0.0166,0.0180,0.0321,0.0273,0.8031,0.8118,0.7986,0.0015,0.0034,0.0020,0.0005,0.0405
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0038,0.0029,0.0364,0.0356,0.0380,0.0058,0.0132,0.0551,0.0453,0.0556,0.0069,0.0059,0.0382,0.0395,0.0449,0.0018,0.0020,0.0168,0.0166,0.0185,0.0321,0.0273,0.8031,0.8118,0.8279,0.0005,0.0029,0.0005,0.0000,0.0112
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0038,0.0029,0.0364,0.0361,0.0390,0.0058,0.0132,0.0551,0.0458,0.0590,0.0069,0.0054,0.0382,0.0400,0.0453,0.0018,0.0015,0.0168,0.0166,0.0180,0.0321,0.0273,0.8031,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,SVC,0.0038,0.0029,0.0364,0.0361,0.0390,0.0058,0.0132,0.0551,0.0458,0.0590,0.0069,0.0054,0.0382,0.0400,0.0453,0.0018,0.0015,0.0168,0.0166,0.0180,0.0321,0.0273,0.8031,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0038,0.0029,0.0364,0.0361,0.0268,0.0058,0.0132,0.0551,0.0458,0.0093,0.0069,0.0054,0.0382,0.0400,0.0058,0.0018,0.0015,0.0168,0.0166,0.0000,0.0321,0.0273,0.8031,0.8114,0.0000,0.0122,0.0497,0.0395,0.0180,0.8387
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0038,0.0029,0.0364,0.0361,0.0370,0.0058,0.0132,0.0551,0.0458,0.0551,0.0069,0.0054,0.0382,0.0400,0.0414,0.0018,0.0015,0.0168,0.0166,0.0175,0.0321,0.0273,0.8031,0.8114,0.8060,0.0019,0.0039,0.0039,0.0005,0.0327
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0038,0.0029,0.0364,0.0361,0.0370,0.0058,0.0132,0.0551,0.0458,0.0560,0.0069,0.0054,0.0382,0.0400,0.0443,0.0018,0.0015,0.0168,0.0166,0.0180,0.0321,0.0273,0.8031,0.8114,0.8294,0.0019,0.0029,0.0010,0.0000,0.0093
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Target,XGBClassifier,0.0038,0.0029,0.0364,0.0356,0.0385,0.0058,0.0132,0.0551,0.0453,0.0580,0.0069,0.0059,0.0382,0.0395,0.0453,0.0018,0.0020,0.0168,0.0166,0.0185,0.0321,0.0273,0.8031,0.8118,0.8294,0.0000,0.0005,0.0000,0.0000,0.0098
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Target,XGBClassifier,0.0038,0.0029,0.0364,0.0361,0.0380,0.0058,0.0132,0.0551,0.0458,0.0575,0.0069,0.0054,0.0382,0.0400,0.0439,0.0018,0.0015,0.0168,0.0166,0.0180,0.0321,0.0273,0.8031,0.8114,0.8246,0.0010,0.0015,0.0015,0.0000,0.0141
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0029,0.0029,0.0349,0.0356,0.0385,0.0133,0.0132,0.0451,0.0453,0.0585,0.0039,0.0059,0.0414,0.0395,0.0453,0.0020,0.0020,0.0159,0.0166,0.0185,0.0279,0.0273,0.8127,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,SVC,0.0029,0.0029,0.0349,0.0356,0.0385,0.0133,0.0132,0.0451,0.0453,0.0585,0.0039,0.0059,0.0414,0.0395,0.0453,0.0020,0.0020,0.0159,0.0166,0.0185,0.0279,0.0273,0.8127,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0029,0.0029,0.0349,0.0356,0.0278,0.0133,0.0132,0.0451,0.0453,0.0088,0.0039,0.0059,0.0414,0.0395,0.0034,0.0020,0.0020,0.0159,0.0166,0.0000,0.0279,0.0273,0.8127,0.8118,0.0000,0.0107,0.0497,0.0419,0.0185,0.8391
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0029,0.0029,0.0349,0.0356,0.0385,0.0133,0.0132,0.0451,0.0453,0.0478,0.0039,0.0059,0.0414,0.0395,0.0400,0.0020,0.0020,0.0159,0.0166,0.0151,0.0279,0.0273,0.8127,0.8118,0.7782,0.0000,0.0107,0.0054,0.0034,0.0609
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0029,0.0029,0.0349,0.0356,0.0385,0.0133,0.0132,0.0451,0.0453,0.0507,0.0039,0.0059,0.0414,0.0395,0.0434,0.0020,0.0020,0.0159,0.0166,0.0176,0.0279,0.0273,0.8127,0.8118,0.8279,0.0000,0.0078,0.0020,0.0010,0.0112
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0029,0.0029,0.0349,0.0361,0.0390,0.0133,0.0132,0.0451,0.0458,0.0590,0.0039,0.0054,0.0414,0.0400,0.0453,0.0020,0.0015,0.0159,0.0166,0.0180,0.0279,0.0273,0.8127,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,SVC,0.0029,0.0029,0.0349,0.0361,0.0390,0.0133,0.0132,0.0451,0.0458,0.0590,0.0039,0.0054,0.0414,0.0400,0.0453,0.0020,0.0015,0.0159,0.0166,0.0180,0.0279,0.0273,0.8127,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0029,0.0029,0.0349,0.0361,0.0283,0.0133,0.0132,0.0451,0.0458,0.0088,0.0039,0.0054,0.0414,0.0400,0.0049,0.0020,0.0015,0.0159,0.0166,0.0000,0.0279,0.0273,0.8127,0.8114,0.0000,0.0107,0.0502,0.0404,0.0180,0.8387
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0029,0.0029,0.0349,0.0361,0.0375,0.0133,0.0132,0.0451,0.0458,0.0468,0.0039,0.0054,0.0414,0.0400,0.0409,0.0020,0.0015,0.0159,0.0166,0.0156,0.0279,0.0273,0.8127,0.8114,0.7749,0.0015,0.0122,0.0044,0.0024,0.0638
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0029,0.0029,0.0349,0.0361,0.0385,0.0133,0.0132,0.0451,0.0458,0.0497,0.0039,0.0054,0.0414,0.0400,0.0434,0.0020,0.0015,0.0159,0.0166,0.0166,0.0279,0.0273,0.8127,0.8114,0.8207,0.0005,0.0093,0.0019,0.0015,0.0180
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Target,XGBClassifier,0.0029,0.0029,0.0349,0.0356,0.0385,0.0133,0.0132,0.0451,0.0453,0.0541,0.0039,0.0059,0.0414,0.0395,0.0434,0.0020,0.0020,0.0159,0.0166,0.0171,0.0279,0.0273,0.8127,0.8118,0.8303,0.0000,0.0044,0.0020,0.0015,0.0088
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Target,XGBClassifier,0.0029,0.0029,0.0349,0.0361,0.0380,0.0133,0.0132,0.0451,0.0458,0.0531,0.0039,0.0054,0.0414,0.0400,0.0434,0.0020,0.0015,0.0159,0.0166,0.0161,0.0279,0.0273,0.8127,0.8114,0.8255,0.0010,0.0058,0.0019,0.0019,0.0132
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0031,0.0029,0.0337,0.0356,0.0385,0.0142,0.0132,0.0444,0.0453,0.0585,0.0028,0.0059,0.0419,0.0395,0.0453,0.0020,0.0020,0.0159,0.0166,0.0185,0.0283,0.0273,0.8137,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,SVC,0.0031,0.0029,0.0337,0.0356,0.0385,0.0142,0.0132,0.0444,0.0453,0.0585,0.0028,0.0059,0.0419,0.0395,0.0453,0.0020,0.0020,0.0159,0.0166,0.0185,0.0283,0.0273,0.8137,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0031,0.0029,0.0337,0.0356,0.0278,0.0142,0.0132,0.0444,0.0453,0.0107,0.0028,0.0059,0.0419,0.0395,0.0102,0.0020,0.0020,0.0159,0.0166,0.0024,0.0283,0.0273,0.8137,0.8118,0.0000,0.0107,0.0478,0.0351,0.0161,0.8391
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0031,0.0029,0.0337,0.0356,0.0385,0.0142,0.0132,0.0444,0.0453,0.0497,0.0028,0.0059,0.0419,0.0395,0.0424,0.0020,0.0020,0.0159,0.0166,0.0166,0.0283,0.0273,0.8137,0.8118,0.7874,0.0000,0.0088,0.0029,0.0020,0.0517
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0031,0.0029,0.0337,0.0356,0.0385,0.0142,0.0132,0.0444,0.0453,0.0522,0.0028,0.0059,0.0419,0.0395,0.0434,0.0020,0.0020,0.0159,0.0166,0.0176,0.0283,0.0273,0.8137,0.8118,0.8245,0.0000,0.0063,0.0020,0.0010,0.0146
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0031,0.0029,0.0337,0.0361,0.0390,0.0142,0.0132,0.0444,0.0458,0.0590,0.0028,0.0054,0.0419,0.0400,0.0453,0.0020,0.0015,0.0159,0.0166,0.0180,0.0283,0.0273,0.8137,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,SVC,0.0031,0.0029,0.0337,0.0361,0.0390,0.0142,0.0132,0.0444,0.0458,0.0590,0.0028,0.0054,0.0419,0.0400,0.0453,0.0020,0.0015,0.0159,0.0166,0.0180,0.0283,0.0273,0.8137,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0031,0.0029,0.0337,0.0361,0.0278,0.0142,0.0132,0.0444,0.0458,0.0097,0.0028,0.0054,0.0419,0.0400,0.0088,0.0020,0.0015,0.0159,0.0166,0.0034,0.0283,0.0273,0.8137,0.8114,0.0000,0.0112,0.0492,0.0365,0.0146,0.8387
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0031,0.0029,0.0337,0.0361,0.0370,0.0142,0.0132,0.0444,0.0458,0.0492,0.0028,0.0054,0.0419,0.0400,0.0409,0.0020,0.0015,0.0159,0.0166,0.0141,0.0283,0.0273,0.8137,0.8114,0.7744,0.0019,0.0097,0.0044,0.0039,0.0643
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0031,0.0029,0.0337,0.0361,0.0380,0.0142,0.0132,0.0444,0.0458,0.0521,0.0028,0.0054,0.0419,0.0400,0.0434,0.0020,0.0015,0.0159,0.0166,0.0166,0.0283,0.0273,0.8137,0.8114,0.8202,0.0010,0.0068,0.0019,0.0015,0.0185
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Target,XGBClassifier,0.0031,0.0029,0.0337,0.0356,0.0385,0.0142,0.0132,0.0444,0.0453,0.0556,0.0028,0.0059,0.0419,0.0395,0.0439,0.0020,0.0020,0.0159,0.0166,0.0176,0.0283,0.0273,0.8137,0.8118,0.8225,0.0000,0.0029,0.0015,0.0010,0.0166
